Trip date,Location,SiteNo,Right observer,Left observer,Direction,Number_Ind,Length,Species,Family,Order
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,7,6,Pomacentrus trichourus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,1,10,Pomacentrus trichourus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,1,15,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,10,10,Pseudanthias squamipinnis,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,1,20,Abudefduf spp.,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,1,35,Epinephelus malabaricus,Serranidae,Perciformes
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,1,10,Acanthurus nigrofuscus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,1,15,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,12,2,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,1,7,Syngnathidae spp.,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,1,15,Syngnathidae spp.,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,1,5,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,1,7,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,30,Epinephelus malabaricus,Serranidae,Perciformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,28,Scaridae spp.,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,2,20,Zebrasoma xanthurum,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,15,Sufflamen albicaudatus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,4,10,Abudefduf spp.,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,8,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,10,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,8,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,15,Acanthurus nigrofuscus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,12,Acanthurus nigrofuscus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,2,12,Dascyllus trimaculatus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,15,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,10,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,10,Synodontidae spp.,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,2,Pomacentrus trichourus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,2,6,Pomacentrus trichourus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,4,Pomacentrus trichourus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,2,5,Pomacentrus trichourus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,2,4,Pomacentrus trichourus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,2,Pomacentrus trichourus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,4,Meiacanthus nigrolineatus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,3,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,2,4,Dascyllus marginatus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,6,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,6,Coris caudimacula,Labridae ,Perciformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,4,Ecsenius gravieri,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,1,35,Coris aygula,Labridae ,Perciformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,2,10,Abudefduf spp.,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,2,25,Zebrasoma xanthurum,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,1,40,Coris aygula,Labridae ,Perciformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,1,7,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,2,15,Acanthurus nigrofuscus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,1,7,Acanthurus nigrofuscus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,2,20,Diplodus noct ,Sparidae,Perciforms
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Left,2,15,Diplodus noct ,Sparidae,Perciforms
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,1,10,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,4,5,Pomacentrus trichourus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,2,7,Pomacentrus trichourus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,1,12,Pinguipedidae spp.,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,1,5,Meiacanthus nigrolineatus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,1,15,Dascyllus trimaculatus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,2,7,Dascyllus trimaculatus,,
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,2,5,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,1,3,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,17,Noam Sommerfeld,Tal Gavriely,Right,1,5,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Left,1,25,Zebrasoma xanthurum,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Left,1,20,Zebrasoma xanthurum,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Left,1,22,Cephalopholis miniata,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Left,1,4,Gomphosus caeruleus,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Left,36,1,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Left,30,1,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Left,2,4,Pomacentrus trichourus,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Left,1,1,Dascyllus trimaculatus,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Left,1,5,Dascyllus marginatus,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,1,20,Variola louti,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,1,20,Zebrasoma xanthurum,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,1,18,Zebrasoma xanthurum,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,1,6,Gomphosus caeruleus,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,10,3,Chromis spp.,Pomacentridae,Perciformes
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,6,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,4,2,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,2,4,Pomacentrus trichourus,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,1,4,Pomacentrus trichourus,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,2,6,Coris caudimacula,Labridae ,Perciformes
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,1,4,Coris caudimacula,Labridae ,Perciformes
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,2,2,Dascyllus trimaculatus,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,1,6,Pseudochromis olivaceus,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,1,4,Ecsenius gravieri,,
26/09/2017,Katza,18,Shahar Malamud,Renanel Pickholtz,Right,20,2,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,1,15,Pterois miles,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,2,4,Pseudochromis springeri,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,1,30,Cheilinus trilobatus,Labridae,Perciformes
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,2,6,Centropyge multispinis,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,1,25,Variola louti,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,2,6,Pseudocheilinus evanidus,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,1,18,Zebrasoma xanthurum,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,2,10,Amphiprion bicinctus,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,3,4,Plagiotremus spp.,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,1,22,Pterois radiata,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,100,4,Pseudanthias squamipinnis,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,3,4,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,9,4,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,1,4,Parupeneus macronema,Mullidae,Perciformes
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,5,4,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,80,4,Neopomacentrus miryae,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,1,20,Cephalopholis argus,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,1,22,Cephalopholis hemistiktos,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,1,4,Macropharyngodon bipartitus,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,1,5,Macropharyngodon bipartitus,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,1,6,Ecsenius gravieri,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,1,6,Syngnathidae spp.,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,1,5,Pseudochromis olivaceus,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,2,4,Meiacanthus nigrolineatus,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Left,2,4,Coris caudimacula,Labridae ,Perciformes
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,1,40,Cheilinus trilobatus,Labridae,Perciformes
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,1,15,Sufflamen albicaudatus,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,1,30,Variola louti,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,1,15,Pterois miles,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,2,15,Amphiprion bicinctus,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,1,15,Cephalopholis argus,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,1,20,Cephalopholis argus,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,1,20,Zebrasoma xanthurum,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,6,5,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,50,5,Neopomacentrus miryae,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,30,5,Pseudanthias squamipinnis,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,40,8,Pseudanthias squamipinnis,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,1,5,Ecsenius gravieri,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,1,3,Meiacanthus nigrolineatus,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,1,10,Syngnathidae spp.,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,1,8,Pseudochromis olivaceus,,
26/09/2017,Katza,19,Noam Sommerfeld,Tal Gavriely,Right,2,5,Plagiotremus spp.,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,4,20,Zebrasoma xanthurum,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,2,20,Heniochus intermedius,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,1,16,Heniochus intermedius,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,1,16,Sufflamen albicaudatus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,1,20,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,1,15,Cephalopholis hemistiktos,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,35,4,Pseudanthias squamipinnis,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,1,3,Pseudocheilinus hexataenia,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,2,5,Pseudocheilinus hexataenia,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,2,4,Pseudocheilinus hexataenia,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,3,6,Parupeneus macronema,Mullidae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,2,14,Chaetodon fasciatus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,60,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,1,35,Cheilinus trilobatus,Labridae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,1,5,Pseudochromis springeri,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,4,4,Pseudochromis springeri,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,50,3,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,100,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,100,2,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,3,4,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,10,6,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,52,4,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,100,4,Neopomacentrus miryae,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,10,4,Dascyllus marginatus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,2,6,Dascyllus marginatus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,3,4,Pomacentrus trichourus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,3,3,Pomacentrus trichourus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,1,20,Variola louti,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,1,30,Variola louti,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,1,4,Plagiotremus spp.,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,2,4,Pseudochromis olivaceus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Left,2,6,Paracheilinus octotaenia,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,4,20,Zebrasoma xanthurum,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,30,Zebrasoma xanthurum,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,3,20,Heniochus intermedius,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,10,Sufflamen albicaudatus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,20,7,Pseudanthias squamipinnis,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,20,5,Pseudanthias squamipinnis,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,10,3,Pseudanthias squamipinnis,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,40,6,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,50,5,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,30,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,30,7,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,20,2,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,7,Aspidontus taeniatus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,30,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,2,10,Chaetodon fasciatus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,35,Cheilinus trilobatus,Labridae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,70,6,Neopomacentrus miryae,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,25,Scaridae spp.,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,15,Sufflamen albicaudatus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,5,4,Pseudochromis springeri,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,5,Pseudochromis springeri,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,10,Cephalopholis argus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,5,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,5,5,Dascyllus marginatus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,5,7,Dascyllus marginatus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,10,Acanthurus nigrofuscus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,3,Plagiotremus spp.,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,40,Variola louti,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,2,30,Variola louti,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,3,5,Parupeneus macronema,Mullidae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,7,Parupeneus macronema,Mullidae,Perciformes
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,5,Meiacanthus nigrolineatus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,5,4,Pseudocheilinus hexataenia,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,5,Paracheilinus octotaenia,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,5,4,Pomacentrus trichourus,,
26/09/2017,Katza,20,Noam Sommerfeld,Tal Gavriely,Right,1,5,Pseudochromis olivaceus,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,1,20,Pterois miles,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,2,10,Dascyllus trimaculatus,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,1,6,Pseudochromis olivaceus,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,1,4,Pseudochromis olivaceus,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,1,6,Coris caudimacula,Labridae ,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,1,4,Coris caudimacula,Labridae ,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,3,5,Coris caudimacula,Labridae ,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,1,4,Dascyllus marginatus,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,20,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,30,2,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,30,3,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,10,4,Neopomacentrus miryae,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,1,35,Lethrinus spp.,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,2,3,Coris aygula,Labridae ,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,1,4,Meiacanthus nigrolineatus,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,15,3,Pseudanthias squamipinnis,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,1,3,Pseudocheilinus hexataenia,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,1,4,Pseudocheilinus hexataenia,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,20,4,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,6,6,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,1,5,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,2,4,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Left,1,15,Cephalopholis argus,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,1,20,Dascyllus trimaculatus,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,2,15,Dascyllus trimaculatus,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,1,20,Pterois miles,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,20,5,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,10,3,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,10,2,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,10,5,Neopomacentrus miryae,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,3,3,Neopomacentrus miryae,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,12,4,Pseudanthias squamipinnis,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,3,2,Pseudanthias squamipinnis,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,1,30,Cephalopholis argus,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,1,25,Cephalopholis argus,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,10,5,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,3,3,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,1,2,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,12,5,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,1,5,Pseudocheilinus hexataenia,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,2,5,Pseudochromis olivaceus,,
26/09/2017,Katza,21,Noam Sommerfeld,Tal Gavriely,Right,1,5,Coris aygula,Labridae ,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,2,12,Dascyllus trimaculatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,20,Sufflamen albicaudatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,25,Scaridae spp.,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,28,Scaridae spp.,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,10,Scaridae spp.,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,2,20,Zebrasoma xanthurum,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,2,16,Zebrasoma xanthurum,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,4,16,Acanthurus nigrofuscus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,20,Cephalopholis argus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,30,Cephalopholis miniata,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,2,Ostracion cubicus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,6,Larabicus quadrilineatus,,
